All Method Calls (6722)

<java.util.Collection; size[]; int; org.apache.commons.collections.BoundedFifoBuffer; BoundedFifoBuffer[java.util.Collection]; void; null; coll>
<java.util.Collection; contains[java.lang.Object]; boolean; org.apache.commons.collections.CollectionUtils; containsAny[java.util.Collection, java.util.Collection]; boolean; null; coll1>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.CollectionUtils; getCardinalityMap[java.util.Collection]; java.util.Map; null; coll>
<java.util.Map; get[java.lang.Object]; java.lang.Object; org.apache.commons.collections.CollectionUtils; getCardinalityMap[java.util.Collection]; java.util.Map; null; count>
<java.util.Map; put[java.lang.Object, java.lang.Object]; java.lang.Object; org.apache.commons.collections.CollectionUtils; getCardinalityMap[java.util.Collection]; java.util.Map; null; count>
<java.util.Map; put[java.lang.Object, java.lang.Object]; java.lang.Object; org.apache.commons.collections.CollectionUtils; getCardinalityMap[java.util.Collection]; java.util.Map; null; count>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.CollectionUtils; isSubCollection[java.util.Collection, java.util.Collection]; boolean; null; a>
<java.util.Collection; size[]; int; org.apache.commons.collections.CollectionUtils; isProperSubCollection[java.util.Collection, java.util.Collection]; boolean; null; a>
<java.util.Collection; size[]; int; org.apache.commons.collections.CollectionUtils; isProperSubCollection[java.util.Collection, java.util.Collection]; boolean; null; b>
<java.util.Collection; size[]; int; org.apache.commons.collections.CollectionUtils; isEqualCollection[java.util.Collection, java.util.Collection]; boolean; null; a>
<java.util.Collection; size[]; int; org.apache.commons.collections.CollectionUtils; isEqualCollection[java.util.Collection, java.util.Collection]; boolean; null; b>
<java.util.Map; size[]; int; org.apache.commons.collections.CollectionUtils; isEqualCollection[java.util.Collection, java.util.Collection]; boolean; null; mapa>
<java.util.Map; size[]; int; org.apache.commons.collections.CollectionUtils; isEqualCollection[java.util.Collection, java.util.Collection]; boolean; null; mapb>
<java.util.Set; iterator[]; java.util.Iterator; org.apache.commons.collections.CollectionUtils; isEqualCollection[java.util.Collection, java.util.Collection]; boolean; null; mapa.keySet()>
<java.util.Map; keySet[]; java.util.Set; org.apache.commons.collections.CollectionUtils; isEqualCollection[java.util.Collection, java.util.Collection]; boolean; iterator[]; mapa>
<java.util.Collection; contains[java.lang.Object]; boolean; org.apache.commons.collections.CollectionUtils; cardinality[java.lang.Object, java.util.Collection]; int; null; coll>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.CollectionUtils; cardinality[java.lang.Object, java.util.Collection]; int; null; coll>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.CollectionUtils; cardinality[java.lang.Object, java.util.Collection]; int; null; coll>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.CollectionUtils; find[java.util.Collection, org.apache.commons.collections.Predicate]; java.lang.Object; null; collection>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.CollectionUtils; forAllDo[java.util.Collection, org.apache.commons.collections.Closure]; void; null; collection>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.CollectionUtils; filter[java.util.Collection, org.apache.commons.collections.Predicate]; void; null; collection>
<java.util.List; listIterator[]; java.util.ListIterator; org.apache.commons.collections.CollectionUtils; transform[java.util.Collection, org.apache.commons.collections.Transformer]; void; null; list>
<java.util.Collection; clear[]; void; org.apache.commons.collections.CollectionUtils; transform[java.util.Collection, org.apache.commons.collections.Transformer]; void; null; collection>
<java.util.Collection; addAll[java.util.Collection]; boolean; org.apache.commons.collections.CollectionUtils; transform[java.util.Collection, org.apache.commons.collections.Transformer]; void; null; collection>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.CollectionUtils; countMatches[java.util.Collection, org.apache.commons.collections.Predicate]; int; null; inputCollection>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.CollectionUtils; exists[java.util.Collection, org.apache.commons.collections.Predicate]; boolean; null; collection>
<java.util.Collection; size[]; int; org.apache.commons.collections.CollectionUtils; select[java.util.Collection, org.apache.commons.collections.Predicate]; java.util.Collection; null; inputCollection>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.CollectionUtils; select[java.util.Collection, org.apache.commons.collections.Predicate, java.util.Collection]; void; null; inputCollection>
<java.util.Collection; add[java.lang.Object]; boolean; org.apache.commons.collections.CollectionUtils; select[java.util.Collection, org.apache.commons.collections.Predicate, java.util.Collection]; void; null; outputCollection>
<java.util.Collection; size[]; int; org.apache.commons.collections.CollectionUtils; selectRejected[java.util.Collection, org.apache.commons.collections.Predicate]; java.util.Collection; null; inputCollection>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.CollectionUtils; selectRejected[java.util.Collection, org.apache.commons.collections.Predicate, java.util.Collection]; void; null; inputCollection>
<java.util.Collection; add[java.lang.Object]; boolean; org.apache.commons.collections.CollectionUtils; selectRejected[java.util.Collection, org.apache.commons.collections.Predicate, java.util.Collection]; void; null; outputCollection>
<java.util.Collection; size[]; int; org.apache.commons.collections.CollectionUtils; collect[java.util.Collection, org.apache.commons.collections.Transformer]; java.util.Collection; null; inputCollection>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.CollectionUtils; collect[java.util.Collection, org.apache.commons.collections.Transformer, java.util.Collection]; java.util.Collection; null; inputCollection>
<java.util.Collection; add[java.lang.Object]; boolean; org.apache.commons.collections.CollectionUtils; collect[java.util.Iterator, org.apache.commons.collections.Transformer, java.util.Collection]; java.util.Collection; null; outputCollection>
<java.util.Collection; add[java.lang.Object]; boolean; org.apache.commons.collections.CollectionUtils; addIgnoreNull[java.util.Collection, java.lang.Object]; boolean; null; collection>
<java.util.Collection; add[java.lang.Object]; boolean; org.apache.commons.collections.CollectionUtils; addAll[java.util.Collection, java.util.Iterator]; void; null; collection>
<java.util.Collection; add[java.lang.Object]; boolean; org.apache.commons.collections.CollectionUtils; addAll[java.util.Collection, java.util.Enumeration]; void; null; collection>
<java.util.Collection; add[java.lang.Object]; boolean; org.apache.commons.collections.CollectionUtils; addAll[java.util.Collection, java.lang.Object[]]; void; null; collection>
<java.util.Map; containsKey[java.lang.Object]; boolean; org.apache.commons.collections.CollectionUtils; index[java.lang.Object, java.lang.Object]; java.lang.Object; null; map>
<java.util.Map; get[java.lang.Object]; java.lang.Object; org.apache.commons.collections.CollectionUtils; index[java.lang.Object, java.lang.Object]; java.lang.Object; null; map>
<java.util.Set; iterator[]; java.util.Iterator; org.apache.commons.collections.CollectionUtils; index[java.lang.Object, java.lang.Object]; java.lang.Object; null; map.keySet()>
<java.util.Map; keySet[]; java.util.Set; org.apache.commons.collections.CollectionUtils; index[java.lang.Object, java.lang.Object]; java.lang.Object; iterator[]; map>
<java.util.List; get[int]; java.lang.Object; org.apache.commons.collections.CollectionUtils; index[java.lang.Object, java.lang.Object]; java.lang.Object; null; ((List)obj)>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.CollectionUtils; index[java.lang.Object, java.lang.Object]; java.lang.Object; null; ((Collection)obj)>
<java.util.Set; iterator[]; java.util.Iterator; org.apache.commons.collections.CollectionUtils; get[java.lang.Object, int]; java.lang.Object; next[]; map.entrySet()>
<java.util.Map; entrySet[]; java.util.Set; org.apache.commons.collections.CollectionUtils; get[java.lang.Object, int]; java.lang.Object; iterator[]; map>
<java.util.List; get[int]; java.lang.Object; org.apache.commons.collections.CollectionUtils; get[java.lang.Object, int]; java.lang.Object; null; ((List)object)>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.CollectionUtils; get[java.lang.Object, int]; java.lang.Object; null; ((Collection)object)>
<java.util.Map; size[]; int; org.apache.commons.collections.CollectionUtils; size[java.lang.Object]; int; null; ((Map)object)>
<java.util.Collection; size[]; int; org.apache.commons.collections.CollectionUtils; size[java.lang.Object]; int; null; ((Collection)object)>
<java.util.Collection; isEmpty[]; boolean; org.apache.commons.collections.CollectionUtils; sizeIsEmpty[java.lang.Object]; boolean; null; ((Collection)object)>
<java.util.Map; isEmpty[]; boolean; org.apache.commons.collections.CollectionUtils; sizeIsEmpty[java.lang.Object]; boolean; null; ((Map)object)>
<java.util.Collection; isEmpty[]; boolean; org.apache.commons.collections.CollectionUtils; isEmpty[java.util.Collection]; boolean; null; coll>
<java.util.Map; get[java.lang.Object]; java.lang.Object; org.apache.commons.collections.CollectionUtils; getFreq[java.lang.Object, java.util.Map]; int; null; freqMap>
<java.util.Map; clear[]; void; org.apache.commons.collections.ProxyMap; clear[]; void; null; map>
<java.util.Map; containsKey[java.lang.Object]; boolean; org.apache.commons.collections.ProxyMap; containsKey[java.lang.Object]; boolean; null; map>
<java.util.Map; containsValue[java.lang.Object]; boolean; org.apache.commons.collections.ProxyMap; containsValue[java.lang.Object]; boolean; null; map>
<java.util.Map; entrySet[]; java.util.Set; org.apache.commons.collections.ProxyMap; entrySet[]; java.util.Set; null; map>
<java.util.Map; equals[java.lang.Object]; boolean; org.apache.commons.collections.ProxyMap; equals[java.lang.Object]; boolean; null; map>
<java.util.Map; get[java.lang.Object]; java.lang.Object; org.apache.commons.collections.ProxyMap; get[java.lang.Object]; java.lang.Object; null; map>
<java.util.Map; hashCode[]; int; org.apache.commons.collections.ProxyMap; hashCode[]; int; null; map>
<java.util.Map; isEmpty[]; boolean; org.apache.commons.collections.ProxyMap; isEmpty[]; boolean; null; map>
<java.util.Map; keySet[]; java.util.Set; org.apache.commons.collections.ProxyMap; keySet[]; java.util.Set; null; map>
<java.util.Map; put[java.lang.Object, java.lang.Object]; java.lang.Object; org.apache.commons.collections.ProxyMap; put[java.lang.Object, java.lang.Object]; java.lang.Object; null; map>
<java.util.Map; putAll[java.util.Map]; void; org.apache.commons.collections.ProxyMap; putAll[java.util.Map]; void; null; map>
<java.util.Map; remove[java.lang.Object]; java.lang.Object; org.apache.commons.collections.ProxyMap; remove[java.lang.Object]; java.lang.Object; null; map>
<java.util.Map; size[]; int; org.apache.commons.collections.ProxyMap; size[]; int; null; map>
<java.util.Map; values[]; java.util.Collection; org.apache.commons.collections.ProxyMap; values[]; java.util.Collection; null; map>
<java.util.HashMap; size[]; int; org.apache.commons.collections.SequencedHashMap; size[]; int; null; entries>
<java.util.HashMap; containsKey[java.lang.Object]; boolean; org.apache.commons.collections.SequencedHashMap; containsKey[java.lang.Object]; boolean; null; entries>
<java.util.HashMap; get[java.lang.Object]; java.lang.Object; org.apache.commons.collections.SequencedHashMap; get[java.lang.Object]; java.lang.Object; null; entries>
<java.util.HashMap; get[java.lang.Object]; java.lang.Object; org.apache.commons.collections.SequencedHashMap; put[java.lang.Object, java.lang.Object]; java.lang.Object; null; entries>
<java.util.HashMap; put[java.lang.Object, java.lang.Object]; java.lang.Object; org.apache.commons.collections.SequencedHashMap; put[java.lang.Object, java.lang.Object]; java.lang.Object; null; entries>
<java.util.HashMap; remove[java.lang.Object]; java.lang.Object; org.apache.commons.collections.SequencedHashMap; removeImpl[java.lang.Object]; org.apache.commons.collections.SequencedHashMap.Entry; null; entries>
<java.util.Set; iterator[]; java.util.Iterator; org.apache.commons.collections.SequencedHashMap; putAll[java.util.Map]; void; null; t.entrySet()>
<java.util.Map; entrySet[]; java.util.Set; org.apache.commons.collections.SequencedHashMap; putAll[java.util.Map]; void; iterator[]; t>
<java.util.HashMap; clear[]; void; org.apache.commons.collections.SequencedHashMap; clear[]; void; null; entries>
<java.util.Set; equals[java.lang.Object]; boolean; org.apache.commons.collections.SequencedHashMap; equals[java.lang.Object]; boolean; null; entrySet()>
<java.util.Map; entrySet[]; java.util.Set; org.apache.commons.collections.SequencedHashMap; equals[java.lang.Object]; boolean; null; ((Map)obj)>
<java.util.Set; hashCode[]; int; org.apache.commons.collections.SequencedHashMap; hashCode[]; int; null; entrySet()>
<java.util.HashMap; get[java.lang.Object]; java.lang.Object; java.util.AbstractSet; findEntry[java.lang.Object]; org.apache.commons.collections.SequencedHashMap.Entry; null; entries>
<java.util.HashMap; get[java.lang.Object]; java.lang.Object; org.apache.commons.collections.SequencedHashMap; indexOf[java.lang.Object]; int; null; entries>
<java.util.Set; iterator[]; java.util.Iterator; org.apache.commons.collections.SequencedHashMap; iterator[]; java.util.Iterator; null; keySet()>
<java.util.Set; iterator[]; java.util.Iterator; org.apache.commons.collections.SequencedHashMap; sequence[]; java.util.List; null; keySet()>
<java.util.List; add[java.lang.Object]; boolean; org.apache.commons.collections.SequencedHashMap; sequence[]; java.util.List; null; l>
<java.util.AbstractCollection; addAll[java.util.Collection]; boolean; org.apache.commons.collections.list.TreeList; TreeList[java.util.Collection]; void; null; this>
<java.util.List; isEmpty[]; boolean; org.apache.commons.collections.list.SetUniqueList; decorate[java.util.List]; org.apache.commons.collections.list.SetUniqueList; null; list>
<java.util.List; clear[]; void; org.apache.commons.collections.list.SetUniqueList; decorate[java.util.List]; org.apache.commons.collections.list.SetUniqueList; null; list>
<java.util.Set; contains[java.lang.Object]; boolean; org.apache.commons.collections.list.SetUniqueList; add[int, java.lang.Object]; void; null; set>
<java.util.Set; add[java.lang.Object]; boolean; org.apache.commons.collections.list.SetUniqueList; add[int, java.lang.Object]; void; null; set>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.list.SetUniqueList; addAll[int, java.util.Collection]; boolean; null; coll>
<java.util.Set; remove[java.lang.Object]; boolean; org.apache.commons.collections.list.SetUniqueList; set[int, java.lang.Object]; java.lang.Object; null; set>
<java.util.Set; remove[java.lang.Object]; boolean; org.apache.commons.collections.list.SetUniqueList; remove[java.lang.Object]; boolean; null; set>
<java.util.Set; remove[java.lang.Object]; boolean; org.apache.commons.collections.list.SetUniqueList; remove[int]; java.lang.Object; null; set>
<java.util.Set; removeAll[java.util.Collection]; boolean; org.apache.commons.collections.list.SetUniqueList; removeAll[java.util.Collection]; boolean; null; set>
<java.util.Set; retainAll[java.util.Collection]; boolean; org.apache.commons.collections.list.SetUniqueList; retainAll[java.util.Collection]; boolean; null; set>
<java.util.Set; clear[]; void; org.apache.commons.collections.list.SetUniqueList; clear[]; void; null; set>
<java.util.Set; contains[java.lang.Object]; boolean; org.apache.commons.collections.list.SetUniqueList; contains[java.lang.Object]; boolean; null; set>
<java.util.Set; containsAll[java.util.Collection]; boolean; org.apache.commons.collections.list.SetUniqueList; containsAll[java.util.Collection]; boolean; null; set>
<java.util.Set; remove[java.lang.Object]; boolean; org.apache.commons.collections.list.SetUniqueList.SetListIterator; remove[]; void; null; set>
<java.util.Set; remove[java.lang.Object]; boolean; org.apache.commons.collections.list.SetUniqueList.SetListListIterator; remove[]; void; null; set>
<java.util.Set; contains[java.lang.Object]; boolean; org.apache.commons.collections.list.SetUniqueList.SetListListIterator; add[java.lang.Object]; void; null; set>
<java.util.Set; add[java.lang.Object]; boolean; org.apache.commons.collections.list.SetUniqueList.SetListListIterator; add[java.lang.Object]; void; null; set>
<java.util.List; get[int]; java.lang.Object; org.apache.commons.collections.list.PredicatedList; get[int]; java.lang.Object; null; getList()>
<java.util.List; indexOf[java.lang.Object]; int; org.apache.commons.collections.list.PredicatedList; indexOf[java.lang.Object]; int; null; getList()>
<java.util.List; lastIndexOf[java.lang.Object]; int; org.apache.commons.collections.list.PredicatedList; lastIndexOf[java.lang.Object]; int; null; getList()>
<java.util.List; remove[int]; java.lang.Object; org.apache.commons.collections.list.PredicatedList; remove[int]; java.lang.Object; null; getList()>
<java.util.List; add[int, java.lang.Object]; void; org.apache.commons.collections.list.PredicatedList; add[int, java.lang.Object]; void; null; getList()>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.list.PredicatedList; addAll[int, java.util.Collection]; boolean; null; coll>
<java.util.List; addAll[int, java.util.Collection]; boolean; org.apache.commons.collections.list.PredicatedList; addAll[int, java.util.Collection]; boolean; null; getList()>
<java.util.List; listIterator[int]; java.util.ListIterator; org.apache.commons.collections.list.PredicatedList; listIterator[int]; java.util.ListIterator; null; getList()>
<java.util.List; set[int, java.lang.Object]; java.lang.Object; org.apache.commons.collections.list.PredicatedList; set[int, java.lang.Object]; java.lang.Object; null; getList()>
<java.util.List; subList[int, int]; java.util.List; org.apache.commons.collections.list.PredicatedList; subList[int, int]; java.util.List; null; getList()>
<java.util.List; size[]; int; org.apache.commons.collections.list.GrowthList; add[int, java.lang.Object]; void; null; getList()>
<java.util.List; addAll[java.util.Collection]; boolean; org.apache.commons.collections.list.GrowthList; add[int, java.lang.Object]; void; null; getList()>
<java.util.List; add[int, java.lang.Object]; void; org.apache.commons.collections.list.GrowthList; add[int, java.lang.Object]; void; null; getList()>
<java.util.List; size[]; int; org.apache.commons.collections.list.GrowthList; addAll[int, java.util.Collection]; boolean; null; getList()>
<java.util.List; addAll[java.util.Collection]; boolean; org.apache.commons.collections.list.GrowthList; addAll[int, java.util.Collection]; boolean; null; getList()>
<java.util.List; addAll[int, java.util.Collection]; boolean; org.apache.commons.collections.list.GrowthList; addAll[int, java.util.Collection]; boolean; null; getList()>
<java.util.List; size[]; int; org.apache.commons.collections.list.GrowthList; set[int, java.lang.Object]; java.lang.Object; null; getList()>
<java.util.List; addAll[java.util.Collection]; boolean; org.apache.commons.collections.list.GrowthList; set[int, java.lang.Object]; java.lang.Object; null; getList()>
<java.util.List; set[int, java.lang.Object]; java.lang.Object; org.apache.commons.collections.list.GrowthList; set[int, java.lang.Object]; java.lang.Object; null; getList()>
<java.util.List; get[int]; java.lang.Object; org.apache.commons.collections.list.FixedSizeList; get[int]; java.lang.Object; null; getList()>
<java.util.List; indexOf[java.lang.Object]; int; org.apache.commons.collections.list.FixedSizeList; indexOf[java.lang.Object]; int; null; getList()>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.list.FixedSizeList; iterator[]; java.util.Iterator; null; getCollection()>
<java.util.List; lastIndexOf[java.lang.Object]; int; org.apache.commons.collections.list.FixedSizeList; lastIndexOf[java.lang.Object]; int; null; getList()>
<java.util.List; listIterator[int]; java.util.ListIterator; org.apache.commons.collections.list.FixedSizeList; listIterator[]; java.util.ListIterator; null; getList()>
<java.util.List; listIterator[int]; java.util.ListIterator; org.apache.commons.collections.list.FixedSizeList; listIterator[int]; java.util.ListIterator; null; getList()>
<java.util.List; set[int, java.lang.Object]; java.lang.Object; org.apache.commons.collections.list.FixedSizeList; set[int, java.lang.Object]; java.lang.Object; null; getList()>
<java.util.List; subList[int, int]; java.util.List; org.apache.commons.collections.list.FixedSizeList; subList[int, int]; java.util.List; null; getList()>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.list.AbstractLinkedList; containsAll[java.util.Collection]; boolean; null; coll>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.list.AbstractLinkedList; addAll[int, java.util.Collection]; boolean; null; coll>
<java.util.Collection; contains[java.lang.Object]; boolean; org.apache.commons.collections.list.AbstractLinkedList; removeAll[java.util.Collection]; boolean; null; coll>
<java.util.Collection; contains[java.lang.Object]; boolean; org.apache.commons.collections.list.AbstractLinkedList; retainAll[java.util.Collection]; boolean; null; coll>
<java.util.List; size[]; int; org.apache.commons.collections.list.AbstractLinkedList; equals[java.lang.Object]; boolean; null; other>
<java.util.List; listIterator[]; java.util.ListIterator; org.apache.commons.collections.list.AbstractLinkedList; equals[java.lang.Object]; boolean; null; other>
<java.util.Collection; size[]; int; org.apache.commons.collections.list.AbstractLinkedList.LinkedSubList; addAll[int, java.util.Collection]; boolean; null; coll>
<java.util.List; add[int, java.lang.Object]; void; org.apache.commons.collections.list.AbstractListDecorator; add[int, java.lang.Object]; void; null; getList()>
<java.util.List; addAll[int, java.util.Collection]; boolean; org.apache.commons.collections.list.AbstractListDecorator; addAll[int, java.util.Collection]; boolean; null; getList()>
<java.util.List; get[int]; java.lang.Object; org.apache.commons.collections.list.AbstractListDecorator; get[int]; java.lang.Object; null; getList()>
<java.util.List; indexOf[java.lang.Object]; int; org.apache.commons.collections.list.AbstractListDecorator; indexOf[java.lang.Object]; int; null; getList()>
<java.util.List; lastIndexOf[java.lang.Object]; int; org.apache.commons.collections.list.AbstractListDecorator; lastIndexOf[java.lang.Object]; int; null; getList()>
<java.util.List; listIterator[]; java.util.ListIterator; org.apache.commons.collections.list.AbstractListDecorator; listIterator[]; java.util.ListIterator; null; getList()>
<java.util.List; listIterator[int]; java.util.ListIterator; org.apache.commons.collections.list.AbstractListDecorator; listIterator[int]; java.util.ListIterator; null; getList()>
<java.util.List; remove[int]; java.lang.Object; org.apache.commons.collections.list.AbstractListDecorator; remove[int]; java.lang.Object; null; getList()>
<java.util.List; set[int, java.lang.Object]; java.lang.Object; org.apache.commons.collections.list.AbstractListDecorator; set[int, java.lang.Object]; java.lang.Object; null; getList()>
<java.util.List; subList[int, int]; java.util.List; org.apache.commons.collections.list.AbstractListDecorator; subList[int, int]; java.util.List; null; getList()>
<java.util.List; iterator[]; java.util.Iterator; org.apache.commons.collections.list.CursorableLinkedList; registerCursor[org.apache.commons.collections.list.CursorableLinkedList.Cursor]; void; null; cursors>
<java.util.List; add[java.lang.Object]; boolean; org.apache.commons.collections.list.CursorableLinkedList; registerCursor[org.apache.commons.collections.list.CursorableLinkedList.Cursor]; void; null; cursors>
<java.util.List; iterator[]; java.util.Iterator; org.apache.commons.collections.list.CursorableLinkedList; unregisterCursor[org.apache.commons.collections.list.CursorableLinkedList.Cursor]; void; null; cursors>
<java.util.List; iterator[]; java.util.Iterator; org.apache.commons.collections.list.CursorableLinkedList; broadcastNodeChanged[org.apache.commons.collections.list.AbstractLinkedList.Node]; void; null; cursors>
<java.util.List; iterator[]; java.util.Iterator; org.apache.commons.collections.list.CursorableLinkedList; broadcastNodeRemoved[org.apache.commons.collections.list.AbstractLinkedList.Node]; void; null; cursors>
<java.util.List; iterator[]; java.util.Iterator; org.apache.commons.collections.list.CursorableLinkedList; broadcastNodeInserted[org.apache.commons.collections.list.AbstractLinkedList.Node]; void; null; cursors>
<java.util.List; get[int]; java.lang.Object; org.apache.commons.collections.list.TransformedList; get[int]; java.lang.Object; null; getList()>
<java.util.List; indexOf[java.lang.Object]; int; org.apache.commons.collections.list.TransformedList; indexOf[java.lang.Object]; int; null; getList()>
<java.util.List; lastIndexOf[java.lang.Object]; int; org.apache.commons.collections.list.TransformedList; lastIndexOf[java.lang.Object]; int; null; getList()>
<java.util.List; remove[int]; java.lang.Object; org.apache.commons.collections.list.TransformedList; remove[int]; java.lang.Object; null; getList()>
<java.util.List; add[int, java.lang.Object]; void; org.apache.commons.collections.list.TransformedList; add[int, java.lang.Object]; void; null; getList()>
<java.util.List; addAll[int, java.util.Collection]; boolean; org.apache.commons.collections.list.TransformedList; addAll[int, java.util.Collection]; boolean; null; getList()>
<java.util.List; listIterator[int]; java.util.ListIterator; org.apache.commons.collections.list.TransformedList; listIterator[int]; java.util.ListIterator; null; getList()>
<java.util.List; set[int, java.lang.Object]; java.lang.Object; org.apache.commons.collections.list.TransformedList; set[int, java.lang.Object]; java.lang.Object; null; getList()>
<java.util.List; subList[int, int]; java.util.List; org.apache.commons.collections.list.TransformedList; subList[int, int]; java.util.List; null; getList()>
<java.util.List; size[]; int; org.apache.commons.collections.list.LazyList; get[int]; java.lang.Object; null; getList()>
<java.util.List; get[int]; java.lang.Object; org.apache.commons.collections.list.LazyList; get[int]; java.lang.Object; null; getList()>
<java.util.List; set[int, java.lang.Object]; java.lang.Object; org.apache.commons.collections.list.LazyList; get[int]; java.lang.Object; null; getList()>
<java.util.List; add[java.lang.Object]; boolean; org.apache.commons.collections.list.LazyList; get[int]; java.lang.Object; null; getList()>
<java.util.List; add[java.lang.Object]; boolean; org.apache.commons.collections.list.LazyList; get[int]; java.lang.Object; null; getList()>
<java.util.List; subList[int, int]; java.util.List; org.apache.commons.collections.list.LazyList; subList[int, int]; java.util.List; null; getList()>
<java.util.List; add[int, java.lang.Object]; void; org.apache.commons.collections.list.SynchronizedList; add[int, java.lang.Object]; void; null; getList()>
<java.util.List; addAll[int, java.util.Collection]; boolean; org.apache.commons.collections.list.SynchronizedList; addAll[int, java.util.Collection]; boolean; null; getList()>
<java.util.List; get[int]; java.lang.Object; org.apache.commons.collections.list.SynchronizedList; get[int]; java.lang.Object; null; getList()>
<java.util.List; indexOf[java.lang.Object]; int; org.apache.commons.collections.list.SynchronizedList; indexOf[java.lang.Object]; int; null; getList()>
<java.util.List; lastIndexOf[java.lang.Object]; int; org.apache.commons.collections.list.SynchronizedList; lastIndexOf[java.lang.Object]; int; null; getList()>
<java.util.List; listIterator[]; java.util.ListIterator; org.apache.commons.collections.list.SynchronizedList; listIterator[]; java.util.ListIterator; null; getList()>
<java.util.List; listIterator[int]; java.util.ListIterator; org.apache.commons.collections.list.SynchronizedList; listIterator[int]; java.util.ListIterator; null; getList()>
<java.util.List; remove[int]; java.lang.Object; org.apache.commons.collections.list.SynchronizedList; remove[int]; java.lang.Object; null; getList()>
<java.util.List; set[int, java.lang.Object]; java.lang.Object; org.apache.commons.collections.list.SynchronizedList; set[int, java.lang.Object]; java.lang.Object; null; getList()>
<java.util.List; subList[int, int]; java.util.List; org.apache.commons.collections.list.SynchronizedList; subList[int, int]; java.util.List; null; getList()>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.list.UnmodifiableList; iterator[]; java.util.Iterator; null; getCollection()>
<java.util.List; listIterator[]; java.util.ListIterator; org.apache.commons.collections.list.UnmodifiableList; listIterator[]; java.util.ListIterator; null; getList()>
<java.util.List; listIterator[int]; java.util.ListIterator; org.apache.commons.collections.list.UnmodifiableList; listIterator[int]; java.util.ListIterator; null; getList()>
<java.util.List; subList[int, int]; java.util.List; org.apache.commons.collections.list.UnmodifiableList; subList[int, int]; java.util.List; null; getList()>
<java.util.ArrayList; clone[]; java.lang.Object; org.apache.commons.collections.FastArrayList; add[java.lang.Object]; boolean; null; list>
<java.util.ArrayList; add[java.lang.Object]; boolean; org.apache.commons.collections.FastArrayList; add[java.lang.Object]; boolean; null; temp>
<java.util.ArrayList; add[java.lang.Object]; boolean; org.apache.commons.collections.FastArrayList; add[java.lang.Object]; boolean; null; list>
<java.util.ArrayList; clone[]; java.lang.Object; org.apache.commons.collections.FastArrayList; add[int, java.lang.Object]; void; null; list>
<java.util.ArrayList; add[int, java.lang.Object]; void; org.apache.commons.collections.FastArrayList; add[int, java.lang.Object]; void; null; temp>
<java.util.ArrayList; add[int, java.lang.Object]; void; org.apache.commons.collections.FastArrayList; add[int, java.lang.Object]; void; null; list>
<java.util.ArrayList; clone[]; java.lang.Object; org.apache.commons.collections.FastArrayList; addAll[java.util.Collection]; boolean; null; list>
<java.util.ArrayList; addAll[java.util.Collection]; boolean; org.apache.commons.collections.FastArrayList; addAll[java.util.Collection]; boolean; null; temp>
<java.util.ArrayList; addAll[java.util.Collection]; boolean; org.apache.commons.collections.FastArrayList; addAll[java.util.Collection]; boolean; null; list>
<java.util.ArrayList; clone[]; java.lang.Object; org.apache.commons.collections.FastArrayList; addAll[int, java.util.Collection]; boolean; null; list>
<java.util.ArrayList; addAll[int, java.util.Collection]; boolean; org.apache.commons.collections.FastArrayList; addAll[int, java.util.Collection]; boolean; null; temp>
<java.util.ArrayList; addAll[int, java.util.Collection]; boolean; org.apache.commons.collections.FastArrayList; addAll[int, java.util.Collection]; boolean; null; list>
<java.util.ArrayList; clone[]; java.lang.Object; org.apache.commons.collections.FastArrayList; clear[]; void; null; list>
<java.util.ArrayList; clear[]; void; org.apache.commons.collections.FastArrayList; clear[]; void; null; temp>
<java.util.ArrayList; clear[]; void; org.apache.commons.collections.FastArrayList; clear[]; void; null; list>
<java.util.ArrayList; contains[java.lang.Object]; boolean; org.apache.commons.collections.FastArrayList; contains[java.lang.Object]; boolean; null; list>
