All Method Calls (2657)

<org.jgrapht.Graph; getEdgeFactory[]; org.jgrapht.EdgeFactory<V,E>; org.jgrapht.Graphs; addEdge[org.jgrapht.Graph<V,E>, V, V, double]; E; null; g>
<java.util.Set; iterator[]; java.util.Iterator<V>; org.jgrapht.generate.CompleteBipartiteGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; b>
<java.util.Map; get[java.lang.Object]; V; org.jgrapht.generate.RingGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; privateMap>
<java.util.Map; get[java.lang.Object]; V; org.jgrapht.generate.RingGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; privateMap>
<java.util.Map; put[java.lang.Integer, V]; V; org.jgrapht.generate.RandomGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; orderToVertexMap>
<java.util.Map; get[java.lang.Object]; VV; org.jgrapht.generate.RandomGraphGenerator.DefaultEdgeTopologyFactory; createEdges[org.jgrapht.Graph<VV,EE>, java.util.Map<java.lang.Integer,VV>, int, java.util.Random]; void; null; orderToVertexMap>
<java.util.Map; get[java.lang.Object]; VV; org.jgrapht.generate.RandomGraphGenerator.DefaultEdgeTopologyFactory; createEdges[org.jgrapht.Graph<VV,EE>, java.util.Map<java.lang.Integer,VV>, int, java.util.Random]; void; null; orderToVertexMap>
<java.util.Set; iterator[]; java.util.Iterator<V>; org.jgrapht.generate.CompleteGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; target.vertexSet()>
<java.util.Set; iterator[]; java.util.Iterator<V>; org.jgrapht.generate.CompleteGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; target.vertexSet()>
<java.util.List; size[]; int; org.jgrapht.generate.ScaleFreeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; vertexList>
<java.util.List; get[int]; java.lang.Integer; org.jgrapht.generate.ScaleFreeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; degrees>
<java.util.List; set[int, java.lang.Integer]; java.lang.Integer; org.jgrapht.generate.ScaleFreeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; degrees>
<java.util.List; get[int]; java.lang.Integer; org.jgrapht.generate.ScaleFreeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; degrees>
<java.util.List; get[int]; V; org.jgrapht.generate.ScaleFreeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; addEdge[V, V]; vertexList>
<java.util.List; get[int]; V; org.jgrapht.generate.ScaleFreeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; addEdge[V, V]; vertexList>
<java.util.List; add[V]; boolean; org.jgrapht.generate.ScaleFreeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; vertexList>
<java.util.List; add[java.lang.Integer]; boolean; org.jgrapht.generate.ScaleFreeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; degrees>
<java.util.Map; put[java.lang.String, V]; V; org.jgrapht.generate.LinearGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; resultMap>
<java.util.Map; put[java.lang.String, V]; V; org.jgrapht.generate.LinearGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; resultMap>
<java.util.LinkedList; add[V]; boolean; org.jgrapht.generate.HyperCubeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; vertices>
<java.util.Map; put[java.lang.String, V]; V; org.jgrapht.generate.HyperCubeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; resultMap>
<java.util.LinkedList; get[int]; V; org.jgrapht.generate.HyperCubeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; addEdge[V, V]; vertices>
<java.util.LinkedList; get[int]; V; org.jgrapht.generate.HyperCubeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; vertices>
<java.util.List; add[java.lang.String]; boolean; org.jgrapht.experimental.GraphReader; split[java.lang.String]; java.util.List<java.lang.String>; null; l>
<java.util.List; isEmpty[]; boolean; org.jgrapht.experimental.GraphReader; skipComments[]; java.util.List<java.lang.String>; null; cols>
<java.util.List; get[int]; java.lang.String; org.jgrapht.experimental.GraphReader; skipComments[]; java.util.List<java.lang.String>; equals[java.lang.Object]; cols>
<java.util.List; get[int]; java.lang.String; org.jgrapht.experimental.GraphReader; skipComments[]; java.util.List<java.lang.String>; startsWith[java.lang.String]; cols>
<java.util.List; get[int]; java.lang.String; org.jgrapht.experimental.GraphReader; readNodeCount[]; int; equals[java.lang.Object]; cols>
<java.util.List; get[int]; java.lang.String; org.jgrapht.experimental.GraphReader; readNodeCount[]; int; null; cols>
<java.util.Map; put[java.lang.String, V]; V; org.jgrapht.experimental.GraphReader; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; resultMap>
<java.util.List; get[int]; java.lang.String; org.jgrapht.experimental.GraphReader; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; equals[java.lang.Object]; cols>
<java.util.Map; get[java.lang.Object]; V; org.jgrapht.experimental.GraphReader; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; addEdge[V, V]; resultMap>
<java.util.List; get[int]; java.lang.String; org.jgrapht.experimental.GraphReader; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; cols>
<java.util.Map; get[java.lang.Object]; V; org.jgrapht.experimental.GraphReader; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; resultMap>
<java.util.List; get[int]; java.lang.String; org.jgrapht.experimental.GraphReader; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; cols>
<java.util.List; size[]; int; org.jgrapht.experimental.touchgraph.TouchgraphConverter; convertToTouchGraph[org.jgrapht.Graph<V,E>, org.jgrapht.experimental.touchgraph.TGPanel, boolean]; org.jgrapht.experimental.touchgraph.Node; null; jgtNodes>
<java.util.List; size[]; int; org.jgrapht.experimental.touchgraph.TouchgraphConverter; convertToTouchGraph[org.jgrapht.Graph<V,E>, org.jgrapht.experimental.touchgraph.TGPanel, boolean]; org.jgrapht.experimental.touchgraph.Node; null; jgtNodes>
<java.util.List; get[int]; V; org.jgrapht.experimental.touchgraph.TouchgraphConverter; convertToTouchGraph[org.jgrapht.Graph<V,E>, org.jgrapht.experimental.touchgraph.TGPanel, boolean]; org.jgrapht.experimental.touchgraph.Node; null; jgtNodes>
<java.util.List; get[int]; V; org.jgrapht.experimental.touchgraph.TouchgraphConverter; convertToTouchGraph[org.jgrapht.Graph<V,E>, org.jgrapht.experimental.touchgraph.TGPanel, boolean]; org.jgrapht.experimental.touchgraph.Node; null; jgtNodes>
<java.util.List; get[int]; V; org.jgrapht.experimental.touchgraph.TouchgraphConverter; convertToTouchGraph[org.jgrapht.Graph<V,E>, org.jgrapht.experimental.touchgraph.TGPanel, boolean]; org.jgrapht.experimental.touchgraph.Node; toString[]; jgtNodes>
<java.util.List; get[int]; V; org.jgrapht.experimental.touchgraph.TouchgraphConverter; convertToTouchGraph[org.jgrapht.Graph<V,E>, org.jgrapht.experimental.touchgraph.TGPanel, boolean]; org.jgrapht.experimental.touchgraph.Node; null; jgtNodes>
<java.util.List; get[int]; V; org.jgrapht.experimental.touchgraph.TouchgraphConverter; convertToTouchGraph[org.jgrapht.Graph<V,E>, org.jgrapht.experimental.touchgraph.TGPanel, boolean]; org.jgrapht.experimental.touchgraph.Node; null; jgtNodes>
<java.util.HashMap; values[]; java.util.Collection<java.util.List<org.jgrapht.experimental.equivalence.EquivalenceSet<? super EE,? super CC>>>; org.jgrapht.experimental.equivalence.EquivalenceSetCreator; createEqualityGroupOrderedArray[java.util.Collection<EE>, org.jgrapht.experimental.equivalence.EquivalenceComparator<? super EE,? super CC>, CC]; org.jgrapht.experimental.equivalence.EquivalenceSet[]; null; map>
<java.util.ArrayList; add[org.jgrapht.experimental.equivalence.EquivalenceSet<? super EE,? super CC>]; boolean; org.jgrapht.experimental.equivalence.EquivalenceSetCreator; createEqualityGroupOrderedArray[java.util.Collection<EE>, org.jgrapht.experimental.equivalence.EquivalenceComparator<? super EE,? super CC>, CC]; org.jgrapht.experimental.equivalence.EquivalenceSet[]; null; arrayList>
<java.util.ArrayList; size[]; int; org.jgrapht.experimental.equivalence.EquivalenceSetCreator; createEqualityGroupOrderedArray[java.util.Collection<EE>, org.jgrapht.experimental.equivalence.EquivalenceComparator<? super EE,? super CC>, CC]; org.jgrapht.experimental.equivalence.EquivalenceSet[]; null; arrayList>
<java.util.ArrayList; toArray[org.jgrapht.experimental.equivalence.EquivalenceSet[]]; org.jgrapht.experimental.equivalence.EquivalenceSet[]; org.jgrapht.experimental.equivalence.EquivalenceSetCreator; createEqualityGroupOrderedArray[java.util.Collection<EE>, org.jgrapht.experimental.equivalence.EquivalenceComparator<? super EE,? super CC>, CC]; org.jgrapht.experimental.equivalence.EquivalenceSet[]; null; arrayList>
<java.util.Collection; size[]; int; org.jgrapht.experimental.equivalence.EquivalenceSetCreator; createEqualityGroupMap[java.util.Collection<EE>, org.jgrapht.experimental.equivalence.EquivalenceComparator<? super EE,? super CC>, CC]; java.util.HashMap<java.lang.Integer,java.util.List<org.jgrapht.experimental.equivalence.EquivalenceSet<? super EE,? super CC>>>; null; elements>
<java.util.HashMap; get[java.lang.Object]; java.util.List<org.jgrapht.experimental.equivalence.EquivalenceSet<? super EE,? super CC>>; org.jgrapht.experimental.equivalence.EquivalenceSetCreator; createEqualityGroupMap[java.util.Collection<EE>, org.jgrapht.experimental.equivalence.EquivalenceComparator<? super EE,? super CC>, CC]; java.util.HashMap<java.lang.Integer,java.util.List<org.jgrapht.experimental.equivalence.EquivalenceSet<? super EE,? super CC>>>; null; equalityGroupMap>
<java.util.List; add[org.jgrapht.experimental.equivalence.EquivalenceSet<? super EE,? super CC>]; boolean; org.jgrapht.experimental.equivalence.EquivalenceSetCreator; createEqualityGroupMap[java.util.Collection<EE>, org.jgrapht.experimental.equivalence.EquivalenceComparator<? super EE,? super CC>, CC]; java.util.HashMap<java.lang.Integer,java.util.List<org.jgrapht.experimental.equivalence.EquivalenceSet<? super EE,? super CC>>>; null; list>
<java.util.HashMap; put[java.lang.Integer, java.util.List<org.jgrapht.experimental.equivalence.EquivalenceSet<? super EE,? super CC>>]; java.util.List<org.jgrapht.experimental.equivalence.EquivalenceSet<? super EE,? super CC>>; org.jgrapht.experimental.equivalence.EquivalenceSetCreator; createEqualityGroupMap[java.util.Collection<EE>, org.jgrapht.experimental.equivalence.EquivalenceComparator<? super EE,? super CC>, CC]; java.util.HashMap<java.lang.Integer,java.util.List<org.jgrapht.experimental.equivalence.EquivalenceSet<? super EE,? super CC>>>; null; equalityGroupMap>
<java.util.List; add[org.jgrapht.experimental.equivalence.EquivalenceSet<? super EE,? super CC>]; boolean; org.jgrapht.experimental.equivalence.EquivalenceSetCreator; createEqualityGroupMap[java.util.Collection<EE>, org.jgrapht.experimental.equivalence.EquivalenceComparator<? super EE,? super CC>, CC]; java.util.HashMap<java.lang.Integer,java.util.List<org.jgrapht.experimental.equivalence.EquivalenceSet<? super EE,? super CC>>>; null; list>
<java.util.Set; add[E]; boolean; org.jgrapht.experimental.equivalence.EquivalenceSet; EquivalenceSet[E, org.jgrapht.experimental.equivalence.EquivalenceComparator<? super E,? super C>, C]; void; null; this.elementsSet>
<java.util.Set; iterator[]; java.util.Iterator<E>; org.jgrapht.experimental.equivalence.EquivalenceSet; getRepresentative[]; E; next[]; elementsSet>
<java.util.Set; size[]; int; org.jgrapht.experimental.equivalence.EquivalenceSet; size[]; int; null; elementsSet>
<java.util.Set; add[E]; boolean; org.jgrapht.experimental.equivalence.EquivalenceSet; add[E]; void; null; this.elementsSet>
<java.util.Set; toArray[]; java.lang.Object[]; org.jgrapht.experimental.equivalence.EquivalenceSet; toArray[]; java.lang.Object[]; null; this.elementsSet>
<java.util.List; add[org.jgrapht.experimental.equivalence.EquivalenceComparator<? super E,? super C>]; boolean; org.jgrapht.experimental.equivalence.EquivalenceComparatorChainBase; EquivalenceComparatorChainBase[org.jgrapht.experimental.equivalence.EquivalenceComparator<E,C>]; void; null; this.chain>
<java.util.List; add[org.jgrapht.experimental.equivalence.EquivalenceComparator<? super E,? super C>]; boolean; org.jgrapht.experimental.equivalence.EquivalenceComparatorChainBase; appendComparator[org.jgrapht.experimental.equivalence.EquivalenceComparator]; void; null; this.chain>
<java.util.List; listIterator[]; java.util.ListIterator<org.jgrapht.experimental.equivalence.EquivalenceComparator<? super E,? super C>>; org.jgrapht.experimental.equivalence.EquivalenceComparatorChainBase; equivalenceHashcode[E, C]; int; null; this.chain>
<java.util.Map; put[java.lang.String, java.lang.Object[]]; java.lang.Object[]; org.jgrapht.experimental.PartiteRandomGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,java.lang.Object[]>]; void; null; resultMap>
<java.util.List; size[]; int; org.jgrapht.experimental.GraphSquare; addEdgesStartingAt[org.jgrapht.Graph<V,E>, V, V, boolean]; void; null; adjVertices>
<java.util.List; get[int]; V; org.jgrapht.experimental.GraphSquare; addEdgesStartingAt[org.jgrapht.Graph<V,E>, V, V, boolean]; void; null; adjVertices>
<java.util.List; size[]; int; org.jgrapht.experimental.GraphSquare; addSquareEdges[org.jgrapht.Graph<V,E>, boolean]; void; null; adjVertices>
<java.util.List; get[int]; V; org.jgrapht.experimental.GraphSquare; addSquareEdges[org.jgrapht.Graph<V,E>, boolean]; void; null; adjVertices>
<java.util.Set; add[V]; boolean; org.jgrapht.experimental.dag.DirectedAcyclicGraph; dfsF[V, java.util.Set<V>, org.jgrapht.experimental.dag.DirectedAcyclicGraph.Visited, org.jgrapht.experimental.dag.DirectedAcyclicGraph.Region]; void; null; df>
<java.util.Set; add[V]; boolean; org.jgrapht.experimental.dag.DirectedAcyclicGraph; dfsB[V, java.util.Set<V>, org.jgrapht.experimental.dag.DirectedAcyclicGraph.Visited, org.jgrapht.experimental.dag.DirectedAcyclicGraph.Region]; void; null; db>
<java.util.Set; size[]; int; org.jgrapht.experimental.dag.DirectedAcyclicGraph; reorder[java.util.Set<V>, java.util.Set<V>, org.jgrapht.experimental.dag.DirectedAcyclicGraph.Visited]; void; null; df>
<java.util.Set; size[]; int; org.jgrapht.experimental.dag.DirectedAcyclicGraph; reorder[java.util.Set<V>, java.util.Set<V>, org.jgrapht.experimental.dag.DirectedAcyclicGraph.Visited]; void; null; db>
<java.util.Set; add[java.lang.Integer]; boolean; org.jgrapht.experimental.dag.DirectedAcyclicGraph; reorder[java.util.Set<V>, java.util.Set<V>, org.jgrapht.experimental.dag.DirectedAcyclicGraph.Visited]; void; null; availableTopoIndices>
<java.util.Set; add[java.lang.Integer]; boolean; org.jgrapht.experimental.dag.DirectedAcyclicGraph; reorder[java.util.Set<V>, java.util.Set<V>, org.jgrapht.experimental.dag.DirectedAcyclicGraph.Visited]; void; null; availableTopoIndices>
<java.util.Map; put[java.lang.Integer, V]; V; org.jgrapht.experimental.dag.DirectedAcyclicGraph.TopoVertexBiMap; putVertex[java.lang.Integer, V]; void; null; topoToVertex>
<java.util.Map; put[V, java.lang.Integer]; java.lang.Integer; org.jgrapht.experimental.dag.DirectedAcyclicGraph.TopoVertexBiMap; putVertex[java.lang.Integer, V]; void; null; vertexToTopo>
<java.util.Map; get[java.lang.Object]; V; org.jgrapht.experimental.dag.DirectedAcyclicGraph.TopoVertexBiMap; getVertex[java.lang.Integer]; V; null; topoToVertex>
<java.util.Map; get[java.lang.Object]; java.lang.Integer; org.jgrapht.experimental.dag.DirectedAcyclicGraph.TopoVertexBiMap; getTopologicalIndex[V]; java.lang.Integer; null; vertexToTopo>
<java.util.Map; remove[java.lang.Object]; java.lang.Integer; org.jgrapht.experimental.dag.DirectedAcyclicGraph.TopoVertexBiMap; removeVertex[V]; java.lang.Integer; null; vertexToTopo>
<java.util.Map; remove[java.lang.Object]; V; org.jgrapht.experimental.dag.DirectedAcyclicGraph.TopoVertexBiMap; removeVertex[V]; java.lang.Integer; null; topoToVertex>
<java.util.Map; clear[]; void; org.jgrapht.experimental.dag.DirectedAcyclicGraph.TopoVertexBiMap; removeAllVertices[]; void; null; vertexToTopo>
<java.util.Map; clear[]; void; org.jgrapht.experimental.dag.DirectedAcyclicGraph.TopoVertexBiMap; removeAllVertices[]; void; null; topoToVertex>
<java.util.List; size[]; int; org.jgrapht.experimental.dag.DirectedAcyclicGraph.TopoVertexMap; putVertex[java.lang.Integer, V]; void; null; topoToVertex>
<java.util.List; add[V]; boolean; org.jgrapht.experimental.dag.DirectedAcyclicGraph.TopoVertexMap; putVertex[java.lang.Integer, V]; void; null; topoToVertex>
<java.util.List; set[int, V]; V; org.jgrapht.experimental.dag.DirectedAcyclicGraph.TopoVertexMap; putVertex[java.lang.Integer, V]; void; null; topoToVertex>
<java.util.Map; put[V, java.lang.Integer]; java.lang.Integer; org.jgrapht.experimental.dag.DirectedAcyclicGraph.TopoVertexMap; putVertex[java.lang.Integer, V]; void; null; vertexToTopo>
<java.util.List; get[int]; V; org.jgrapht.experimental.dag.DirectedAcyclicGraph.TopoVertexMap; getVertex[java.lang.Integer]; V; null; topoToVertex>
<java.util.Map; get[java.lang.Object]; java.lang.Integer; org.jgrapht.experimental.dag.DirectedAcyclicGraph.TopoVertexMap; getTopologicalIndex[V]; java.lang.Integer; null; vertexToTopo>
<java.util.Map; remove[java.lang.Object]; java.lang.Integer; org.jgrapht.experimental.dag.DirectedAcyclicGraph.TopoVertexMap; removeVertex[V]; java.lang.Integer; null; vertexToTopo>
<java.util.List; set[int, V]; V; org.jgrapht.experimental.dag.DirectedAcyclicGraph.TopoVertexMap; removeVertex[V]; java.lang.Integer; null; topoToVertex>
<java.util.Map; clear[]; void; org.jgrapht.experimental.dag.DirectedAcyclicGraph.TopoVertexMap; removeAllVertices[]; void; null; vertexToTopo>
<java.util.List; clear[]; void; org.jgrapht.experimental.dag.DirectedAcyclicGraph.TopoVertexMap; removeAllVertices[]; void; null; topoToVertex>
<java.util.List; size[]; int; org.jgrapht.experimental.dag.DirectedAcyclicGraph.VisitedArrayListImpl; getInstance[org.jgrapht.experimental.dag.DirectedAcyclicGraph.Region]; org.jgrapht.experimental.dag.DirectedAcyclicGraph.Visited; null; visited>
<java.util.List; add[java.lang.Boolean]; boolean; org.jgrapht.experimental.dag.DirectedAcyclicGraph.VisitedArrayListImpl; getInstance[org.jgrapht.experimental.dag.DirectedAcyclicGraph.Region]; org.jgrapht.experimental.dag.DirectedAcyclicGraph.Visited; null; visited>
<java.util.List; set[int, java.lang.Boolean]; java.lang.Boolean; org.jgrapht.experimental.dag.DirectedAcyclicGraph.VisitedArrayListImpl; setVisited[int]; void; null; visited>
<java.util.List; get[int]; java.lang.Boolean; org.jgrapht.experimental.dag.DirectedAcyclicGraph.VisitedArrayListImpl; getVisited[int]; boolean; null; visited>
<java.util.List; set[int, java.lang.Boolean]; java.lang.Boolean; org.jgrapht.experimental.dag.DirectedAcyclicGraph.VisitedArrayListImpl; clearVisited[int]; void; null; visited>
<java.util.Set; clear[]; void; org.jgrapht.experimental.dag.DirectedAcyclicGraph.VisitedHashSetImpl; getInstance[org.jgrapht.experimental.dag.DirectedAcyclicGraph.Region]; org.jgrapht.experimental.dag.DirectedAcyclicGraph.Visited; null; visited>
<java.util.Set; add[java.lang.Integer]; boolean; org.jgrapht.experimental.dag.DirectedAcyclicGraph.VisitedHashSetImpl; setVisited[int]; void; null; visited>
<java.util.Set; contains[java.lang.Object]; boolean; org.jgrapht.experimental.dag.DirectedAcyclicGraph.VisitedHashSetImpl; getVisited[int]; boolean; null; visited>
<java.util.Set; size[]; int; org.jgrapht.experimental.permutation.CollectionPermutationIter; CollectionPermutationIter[java.util.Set<E>]; void; null; objectsSet>
<java.util.List; size[]; int; org.jgrapht.experimental.permutation.CollectionPermutationIter; CollectionPermutationIter[java.util.List<E>]; void; null; objectsArray>
<java.util.ArrayList; size[]; int; org.jgrapht.experimental.permutation.CollectionPermutationIter; applyPermutation[]; java.util.List<E>; null; output>
<java.util.ArrayList; set[int, E]; E; org.jgrapht.experimental.permutation.CollectionPermutationIter; applyPermutation[]; java.util.List<E>; null; output>
<java.util.List; get[int]; E; org.jgrapht.experimental.permutation.CollectionPermutationIter; applyPermutation[]; java.util.List<E>; null; this.sourceArray>
<java.util.Set; isEmpty[]; boolean; org.jgrapht.experimental.GraphTests; isEmpty[org.jgrapht.Graph<V,E>]; boolean; null; g.edgeSet()>
<java.util.Set; size[]; int; org.jgrapht.experimental.GraphTests; isComplete[org.jgrapht.Graph<V,E>]; boolean; null; g.vertexSet()>
<java.util.Set; size[]; int; org.jgrapht.experimental.GraphTests; isComplete[org.jgrapht.Graph<V,E>]; boolean; null; g.edgeSet()>
<java.util.Set; size[]; int; org.jgrapht.experimental.GraphTests; isConnected[org.jgrapht.Graph<V,E>]; boolean; null; g.vertexSet()>
<java.util.Set; size[]; int; org.jgrapht.experimental.GraphTests; isConnected[org.jgrapht.Graph<V,E>]; boolean; null; g.edgeSet()>
<java.util.Set; iterator[]; java.util.Iterator<V>; org.jgrapht.experimental.GraphTests; isConnected[org.jgrapht.Graph<V,E>]; boolean; next[]; g.vertexSet()>
<java.util.LinkedList; add[V]; boolean; org.jgrapht.experimental.GraphTests; isConnected[org.jgrapht.Graph<V,E>]; boolean; null; queue>
<java.util.Set; add[V]; boolean; org.jgrapht.experimental.GraphTests; isConnected[org.jgrapht.Graph<V,E>]; boolean; null; known>
<java.util.AbstractCollection; isEmpty[]; boolean; org.jgrapht.experimental.GraphTests; isConnected[org.jgrapht.Graph<V,E>]; boolean; null; queue>
<java.util.LinkedList; removeFirst[]; V; org.jgrapht.experimental.GraphTests; isConnected[org.jgrapht.Graph<V,E>]; boolean; null; queue>
<java.util.List; iterator[]; java.util.Iterator<V>; org.jgrapht.experimental.GraphTests; isConnected[org.jgrapht.Graph<V,E>]; boolean; null; Graphs.neighborListOf(g,v)>
<java.util.Set; contains[java.lang.Object]; boolean; org.jgrapht.experimental.GraphTests; isConnected[org.jgrapht.Graph<V,E>]; boolean; null; known>
<java.util.Set; add[V]; boolean; org.jgrapht.experimental.GraphTests; isConnected[org.jgrapht.Graph<V,E>]; boolean; null; known>
<java.util.LinkedList; add[V]; boolean; org.jgrapht.experimental.GraphTests; isConnected[org.jgrapht.Graph<V,E>]; boolean; null; queue>
<java.util.Set; size[]; int; org.jgrapht.experimental.GraphTests; isConnected[org.jgrapht.Graph<V,E>]; boolean; null; known>
<java.util.Set; size[]; int; org.jgrapht.experimental.GraphTests; isTree[org.jgrapht.Graph<V,E>]; boolean; null; g.edgeSet()>
<java.util.Set; size[]; int; org.jgrapht.experimental.GraphTests; isTree[org.jgrapht.Graph<V,E>]; boolean; null; g.vertexSet()>
<java.util.Set; size[]; int; org.jgrapht.experimental.GraphTests; isBipartite[org.jgrapht.Graph<V,E>]; boolean; null; g.edgeSet()>
<java.util.Set; size[]; int; org.jgrapht.experimental.GraphTests; isBipartite[org.jgrapht.Graph<V,E>]; boolean; null; g.vertexSet()>
<java.util.Set; size[]; int; org.jgrapht.experimental.GraphTests; isBipartite[org.jgrapht.Graph<V,E>]; boolean; null; g.vertexSet()>
<java.util.Set; iterator[]; java.util.Iterator<V>; org.jgrapht.experimental.GraphTests; isBipartite[org.jgrapht.Graph<V,E>]; boolean; next[]; unknown>
<java.util.LinkedList; add[V]; boolean; org.jgrapht.experimental.GraphTests; isBipartite[org.jgrapht.Graph<V,E>]; boolean; null; queue>
<java.util.Set; isEmpty[]; boolean; org.jgrapht.experimental.GraphTests; isBipartite[org.jgrapht.Graph<V,E>]; boolean; null; unknown>
<java.util.AbstractCollection; isEmpty[]; boolean; org.jgrapht.experimental.GraphTests; isBipartite[org.jgrapht.Graph<V,E>]; boolean; null; queue>
<java.util.LinkedList; add[V]; boolean; org.jgrapht.experimental.GraphTests; isBipartite[org.jgrapht.Graph<V,E>]; boolean; null; queue>
<java.util.Set; iterator[]; java.util.Iterator<V>; org.jgrapht.experimental.GraphTests; isBipartite[org.jgrapht.Graph<V,E>]; boolean; next[]; unknown>
<java.util.LinkedList; removeFirst[]; V; org.jgrapht.experimental.GraphTests; isBipartite[org.jgrapht.Graph<V,E>]; boolean; null; queue>
<java.util.Set; remove[java.lang.Object]; boolean; org.jgrapht.experimental.GraphTests; isBipartite[org.jgrapht.Graph<V,E>]; boolean; null; unknown>
<java.util.List; iterator[]; java.util.Iterator<V>; org.jgrapht.experimental.GraphTests; isBipartite[org.jgrapht.Graph<V,E>]; boolean; null; Graphs.neighborListOf(g,v)>
<java.util.Set; contains[java.lang.Object]; boolean; org.jgrapht.experimental.GraphTests; isBipartite[org.jgrapht.Graph<V,E>]; boolean; null; unknown>
<java.util.LinkedList; add[V]; boolean; org.jgrapht.experimental.GraphTests; isBipartite[org.jgrapht.Graph<V,E>]; boolean; null; queue>
<java.util.Set; contains[java.lang.Object]; boolean; org.jgrapht.experimental.GraphTests; isBipartite[org.jgrapht.Graph<V,E>]; boolean; null; odd>
<java.util.Set; add[V]; boolean; org.jgrapht.experimental.GraphTests; isBipartite[org.jgrapht.Graph<V,E>]; boolean; null; odd>
<java.util.Set; contains[java.lang.Object]; boolean; org.jgrapht.experimental.GraphTests; isBipartite[org.jgrapht.Graph<V,E>]; boolean; null; odd>
<java.util.Set; contains[java.lang.Object]; boolean; org.jgrapht.experimental.GraphTests; isBipartite[org.jgrapht.Graph<V,E>]; boolean; null; odd>
<java.util.Set; size[]; int; org.jgrapht.experimental.isomorphism.GraphOrdering; init[org.jgrapht.Graph<V,E>, java.util.Set<V>, java.util.Set<E>]; void; null; vertexSet>
<java.util.Map; put[V, java.lang.Integer]; java.lang.Integer; org.jgrapht.experimental.isomorphism.GraphOrdering; init[org.jgrapht.Graph<V,E>, java.util.Set<V>, java.util.Set<E>]; void; null; mapVertexToOrder>
