All Method Calls (14894)

<net.sourceforge.pmd.RuleReference; isSame[java.lang.String, java.lang.String]; boolean; net.sourceforge.pmd.RuleReference; setName[java.lang.String]; void; null; this>
<net.sourceforge.pmd.RuleReference; getOverriddenMessage[]; java.lang.String; net.sourceforge.pmd.RuleSetWriter; createRuleElement[net.sourceforge.pmd.Rule]; org.w3c.dom.Element; null; ruleReference>
<net.sourceforge.pmd.RuleReference; getOverriddenExternalInfoUrl[]; java.lang.String; net.sourceforge.pmd.RuleSetWriter; createRuleElement[net.sourceforge.pmd.Rule]; org.w3c.dom.Element; null; ruleReference>
<net.sourceforge.pmd.RuleReference; getOverriddenDescription[]; java.lang.String; net.sourceforge.pmd.RuleSetWriter; createRuleElement[net.sourceforge.pmd.Rule]; org.w3c.dom.Element; null; ruleReference>
<net.sourceforge.pmd.RuleReference; getOverriddenPriority[]; java.lang.Integer; net.sourceforge.pmd.RuleSetWriter; createRuleElement[net.sourceforge.pmd.Rule]; org.w3c.dom.Element; null; ruleReference>
<net.sourceforge.pmd.RuleReference; getOverriddenProperties[]; java.util.Properties; net.sourceforge.pmd.RuleSetWriter; createRuleElement[net.sourceforge.pmd.Rule]; org.w3c.dom.Element; null; ruleReference>
<net.sourceforge.pmd.RuleReference; getOverriddenExamples[]; java.util.List<java.lang.String>; net.sourceforge.pmd.RuleSetWriter; createRuleElement[net.sourceforge.pmd.Rule]; org.w3c.dom.Element; null; ruleReference>
<net.sourceforge.pmd.RuleSetWriter; createSingleRuleElement[java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.Boolean, java.lang.Boolean, java.lang.String, java.lang.Integer, java.util.Properties, java.util.List<java.lang.String>]; org.w3c.dom.Element; net.sourceforge.pmd.RuleSetWriter; createRuleElement[net.sourceforge.pmd.Rule]; org.w3c.dom.Element; null; this>
<net.sourceforge.pmd.RuleSetWriter; createSingleRuleElement[java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.Boolean, java.lang.Boolean, java.lang.String, java.lang.Integer, java.util.Properties, java.util.List<java.lang.String>]; org.w3c.dom.Element; net.sourceforge.pmd.RuleSetWriter; createRuleElement[net.sourceforge.pmd.Rule]; org.w3c.dom.Element; null; this>
<net.sourceforge.pmd.Rule; getName[]; java.lang.String; net.sourceforge.pmd.RuleSetWriter; createRuleElement[net.sourceforge.pmd.Rule]; org.w3c.dom.Element; null; rule>
<net.sourceforge.pmd.Rule; getSince[]; java.lang.String; net.sourceforge.pmd.RuleSetWriter; createRuleElement[net.sourceforge.pmd.Rule]; org.w3c.dom.Element; null; rule>
<net.sourceforge.pmd.Rule; getMessage[]; java.lang.String; net.sourceforge.pmd.RuleSetWriter; createRuleElement[net.sourceforge.pmd.Rule]; org.w3c.dom.Element; null; rule>
<net.sourceforge.pmd.Rule; getExternalInfoUrl[]; java.lang.String; net.sourceforge.pmd.RuleSetWriter; createRuleElement[net.sourceforge.pmd.Rule]; org.w3c.dom.Element; null; rule>
<net.sourceforge.pmd.Rule; getRuleClass[]; java.lang.String; net.sourceforge.pmd.RuleSetWriter; createRuleElement[net.sourceforge.pmd.Rule]; org.w3c.dom.Element; null; rule>
<net.sourceforge.pmd.Rule; usesDFA[]; boolean; net.sourceforge.pmd.RuleSetWriter; createRuleElement[net.sourceforge.pmd.Rule]; org.w3c.dom.Element; null; rule>
<net.sourceforge.pmd.Rule; usesTypeResolution[]; boolean; net.sourceforge.pmd.RuleSetWriter; createRuleElement[net.sourceforge.pmd.Rule]; org.w3c.dom.Element; null; rule>
<net.sourceforge.pmd.Rule; getDescription[]; java.lang.String; net.sourceforge.pmd.RuleSetWriter; createRuleElement[net.sourceforge.pmd.Rule]; org.w3c.dom.Element; null; rule>
<net.sourceforge.pmd.Rule; getPriority[]; int; net.sourceforge.pmd.RuleSetWriter; createRuleElement[net.sourceforge.pmd.Rule]; org.w3c.dom.Element; null; rule>
<net.sourceforge.pmd.Rule; getProperties[]; java.util.Properties; net.sourceforge.pmd.RuleSetWriter; createRuleElement[net.sourceforge.pmd.Rule]; org.w3c.dom.Element; null; rule>
<net.sourceforge.pmd.Rule; getExamples[]; java.util.List<java.lang.String>; net.sourceforge.pmd.RuleSetWriter; createRuleElement[net.sourceforge.pmd.Rule]; org.w3c.dom.Element; null; rule>
<org.w3c.dom.Document; createElement[java.lang.String]; org.w3c.dom.Element; net.sourceforge.pmd.RuleSetWriter; createSingleRuleElement[java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.Boolean, java.lang.Boolean, java.lang.String, java.lang.Integer, java.util.Properties, java.util.List<java.lang.String>]; org.w3c.dom.Element; null; document>
<org.w3c.dom.Element; setAttribute[java.lang.String, java.lang.String]; void; net.sourceforge.pmd.RuleSetWriter; createSingleRuleElement[java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.Boolean, java.lang.Boolean, java.lang.String, java.lang.Integer, java.util.Properties, java.util.List<java.lang.String>]; org.w3c.dom.Element; null; ruleElement>
<org.w3c.dom.Element; setAttribute[java.lang.String, java.lang.String]; void; net.sourceforge.pmd.RuleSetWriter; createSingleRuleElement[java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.Boolean, java.lang.Boolean, java.lang.String, java.lang.Integer, java.util.Properties, java.util.List<java.lang.String>]; org.w3c.dom.Element; null; ruleElement>
<org.w3c.dom.Element; setAttribute[java.lang.String, java.lang.String]; void; net.sourceforge.pmd.RuleSetWriter; createSingleRuleElement[java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.Boolean, java.lang.Boolean, java.lang.String, java.lang.Integer, java.util.Properties, java.util.List<java.lang.String>]; org.w3c.dom.Element; null; ruleElement>
<org.w3c.dom.Element; setAttribute[java.lang.String, java.lang.String]; void; net.sourceforge.pmd.RuleSetWriter; createSingleRuleElement[java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.Boolean, java.lang.Boolean, java.lang.String, java.lang.Integer, java.util.Properties, java.util.List<java.lang.String>]; org.w3c.dom.Element; null; ruleElement>
<org.w3c.dom.Element; setAttribute[java.lang.String, java.lang.String]; void; net.sourceforge.pmd.RuleSetWriter; createSingleRuleElement[java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.Boolean, java.lang.Boolean, java.lang.String, java.lang.Integer, java.util.Properties, java.util.List<java.lang.String>]; org.w3c.dom.Element; null; ruleElement>
<org.w3c.dom.Element; setAttribute[java.lang.String, java.lang.String]; void; net.sourceforge.pmd.RuleSetWriter; createSingleRuleElement[java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.Boolean, java.lang.Boolean, java.lang.String, java.lang.Integer, java.util.Properties, java.util.List<java.lang.String>]; org.w3c.dom.Element; null; ruleElement>
<org.w3c.dom.Element; setAttribute[java.lang.String, java.lang.String]; void; net.sourceforge.pmd.RuleSetWriter; createSingleRuleElement[java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.Boolean, java.lang.Boolean, java.lang.String, java.lang.Integer, java.util.Properties, java.util.List<java.lang.String>]; org.w3c.dom.Element; null; ruleElement>
<java.lang.Boolean; toString[]; java.lang.String; net.sourceforge.pmd.RuleSetWriter; createSingleRuleElement[java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.Boolean, java.lang.Boolean, java.lang.String, java.lang.Integer, java.util.Properties, java.util.List<java.lang.String>]; org.w3c.dom.Element; null; dfa>
<org.w3c.dom.Element; setAttribute[java.lang.String, java.lang.String]; void; net.sourceforge.pmd.RuleSetWriter; createSingleRuleElement[java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.Boolean, java.lang.Boolean, java.lang.String, java.lang.Integer, java.util.Properties, java.util.List<java.lang.String>]; org.w3c.dom.Element; null; ruleElement>
<java.lang.Boolean; toString[]; java.lang.String; net.sourceforge.pmd.RuleSetWriter; createSingleRuleElement[java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.Boolean, java.lang.Boolean, java.lang.String, java.lang.Integer, java.util.Properties, java.util.List<java.lang.String>]; org.w3c.dom.Element; null; typeResolution>
<net.sourceforge.pmd.RuleSetWriter; createDescriptionElement[java.lang.String]; org.w3c.dom.Element; net.sourceforge.pmd.RuleSetWriter; createSingleRuleElement[java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.Boolean, java.lang.Boolean, java.lang.String, java.lang.Integer, java.util.Properties, java.util.List<java.lang.String>]; org.w3c.dom.Element; null; this>
<org.w3c.dom.Node; appendChild[org.w3c.dom.Node]; org.w3c.dom.Node; net.sourceforge.pmd.RuleSetWriter; createSingleRuleElement[java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.Boolean, java.lang.Boolean, java.lang.String, java.lang.Integer, java.util.Properties, java.util.List<java.lang.String>]; org.w3c.dom.Element; null; ruleElement>
<net.sourceforge.pmd.RuleSetWriter; createPriorityElement[java.lang.Integer]; org.w3c.dom.Element; net.sourceforge.pmd.RuleSetWriter; createSingleRuleElement[java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.Boolean, java.lang.Boolean, java.lang.String, java.lang.Integer, java.util.Properties, java.util.List<java.lang.String>]; org.w3c.dom.Element; null; this>
<org.w3c.dom.Node; appendChild[org.w3c.dom.Node]; org.w3c.dom.Node; net.sourceforge.pmd.RuleSetWriter; createSingleRuleElement[java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.Boolean, java.lang.Boolean, java.lang.String, java.lang.Integer, java.util.Properties, java.util.List<java.lang.String>]; org.w3c.dom.Element; null; ruleElement>
<net.sourceforge.pmd.RuleSetWriter; createPropertiesElement[java.util.Properties]; org.w3c.dom.Element; net.sourceforge.pmd.RuleSetWriter; createSingleRuleElement[java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.Boolean, java.lang.Boolean, java.lang.String, java.lang.Integer, java.util.Properties, java.util.List<java.lang.String>]; org.w3c.dom.Element; null; this>
<org.w3c.dom.Node; appendChild[org.w3c.dom.Node]; org.w3c.dom.Node; net.sourceforge.pmd.RuleSetWriter; createSingleRuleElement[java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.Boolean, java.lang.Boolean, java.lang.String, java.lang.Integer, java.util.Properties, java.util.List<java.lang.String>]; org.w3c.dom.Element; null; ruleElement>
<net.sourceforge.pmd.RuleSetWriter; createExampleElement[java.lang.String]; org.w3c.dom.Element; net.sourceforge.pmd.RuleSetWriter; createSingleRuleElement[java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.Boolean, java.lang.Boolean, java.lang.String, java.lang.Integer, java.util.Properties, java.util.List<java.lang.String>]; org.w3c.dom.Element; null; this>
<org.w3c.dom.Node; appendChild[org.w3c.dom.Node]; org.w3c.dom.Node; net.sourceforge.pmd.RuleSetWriter; createSingleRuleElement[java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.Boolean, java.lang.Boolean, java.lang.String, java.lang.Integer, java.util.Properties, java.util.List<java.lang.String>]; org.w3c.dom.Element; null; ruleElement>
<org.w3c.dom.Document; createElement[java.lang.String]; org.w3c.dom.Element; net.sourceforge.pmd.RuleSetWriter; createRuleSetReferenceElement[net.sourceforge.pmd.RuleSetReference]; org.w3c.dom.Element; null; document>
<org.w3c.dom.Element; setAttribute[java.lang.String, java.lang.String]; void; net.sourceforge.pmd.RuleSetWriter; createRuleSetReferenceElement[net.sourceforge.pmd.RuleSetReference]; org.w3c.dom.Element; null; ruleSetReferenceElement>
<net.sourceforge.pmd.RuleSetReference; getRuleSetFileName[]; java.lang.String; net.sourceforge.pmd.RuleSetWriter; createRuleSetReferenceElement[net.sourceforge.pmd.RuleSetReference]; org.w3c.dom.Element; null; ruleSetReference>
<net.sourceforge.pmd.RuleSetReference; getExcludes[]; java.util.Set<java.lang.String>; net.sourceforge.pmd.RuleSetWriter; createRuleSetReferenceElement[net.sourceforge.pmd.RuleSetReference]; org.w3c.dom.Element; null; ruleSetReference>
<net.sourceforge.pmd.RuleSetWriter; createExcludeElement[java.lang.String]; org.w3c.dom.Element; net.sourceforge.pmd.RuleSetWriter; createRuleSetReferenceElement[net.sourceforge.pmd.RuleSetReference]; org.w3c.dom.Element; null; this>
<org.w3c.dom.Node; appendChild[org.w3c.dom.Node]; org.w3c.dom.Node; net.sourceforge.pmd.RuleSetWriter; createRuleSetReferenceElement[net.sourceforge.pmd.RuleSetReference]; org.w3c.dom.Element; null; ruleSetReferenceElement>
<net.sourceforge.pmd.RuleSetWriter; createTextElement[java.lang.String, java.lang.String]; org.w3c.dom.Element; net.sourceforge.pmd.RuleSetWriter; createExcludeElement[java.lang.String]; org.w3c.dom.Element; null; this>
<net.sourceforge.pmd.RuleSetWriter; createCDATASectionElement[java.lang.String, java.lang.String]; org.w3c.dom.Element; net.sourceforge.pmd.RuleSetWriter; createExampleElement[java.lang.String]; org.w3c.dom.Element; null; this>
<net.sourceforge.pmd.RuleSetWriter; createTextElement[java.lang.String, java.lang.String]; org.w3c.dom.Element; net.sourceforge.pmd.RuleSetWriter; createPriorityElement[java.lang.Integer]; org.w3c.dom.Element; null; this>
<java.lang.Integer; toString[]; java.lang.String; net.sourceforge.pmd.RuleSetWriter; createPriorityElement[java.lang.Integer]; org.w3c.dom.Element; null; priority>
<java.util.Hashtable; isEmpty[]; boolean; net.sourceforge.pmd.RuleSetWriter; createPropertiesElement[java.util.Properties]; org.w3c.dom.Element; null; properties>
<org.w3c.dom.Document; createElement[java.lang.String]; org.w3c.dom.Element; net.sourceforge.pmd.RuleSetWriter; createPropertiesElement[java.util.Properties]; org.w3c.dom.Element; null; document>
<java.util.Hashtable; entrySet[]; java.util.Set<java.util.Map.Entry<java.lang.Object,java.lang.Object>>; net.sourceforge.pmd.RuleSetWriter; createPropertiesElement[java.util.Properties]; org.w3c.dom.Element; null; properties>
<net.sourceforge.pmd.RuleSetWriter; createPropertyElement[java.util.Properties, java.lang.String, java.lang.String]; org.w3c.dom.Element; net.sourceforge.pmd.RuleSetWriter; createPropertiesElement[java.util.Properties]; org.w3c.dom.Element; null; this>
<java.util.Map$Entry; getKey[]; java.lang.Object; net.sourceforge.pmd.RuleSetWriter; createPropertiesElement[java.util.Properties]; org.w3c.dom.Element; null; entry>
<java.util.Map$Entry; getValue[]; java.lang.Object; net.sourceforge.pmd.RuleSetWriter; createPropertiesElement[java.util.Properties]; org.w3c.dom.Element; null; entry>
<org.w3c.dom.Node; appendChild[org.w3c.dom.Node]; org.w3c.dom.Node; net.sourceforge.pmd.RuleSetWriter; createPropertiesElement[java.util.Properties]; org.w3c.dom.Element; null; propertiesElement>
<org.w3c.dom.Document; createElement[java.lang.String]; org.w3c.dom.Element; net.sourceforge.pmd.RuleSetWriter; createPropertyElement[java.util.Properties, java.lang.String, java.lang.String]; org.w3c.dom.Element; null; document>
<org.w3c.dom.Element; setAttribute[java.lang.String, java.lang.String]; void; net.sourceforge.pmd.RuleSetWriter; createPropertyElement[java.util.Properties, java.lang.String, java.lang.String]; org.w3c.dom.Element; null; propertyElement>
<java.lang.String; equals[java.lang.Object]; boolean; net.sourceforge.pmd.RuleSetWriter; createPropertyElement[java.util.Properties, java.lang.String, java.lang.String]; org.w3c.dom.Element; null; "xpath">
<java.util.Hashtable; containsKey[java.lang.Object]; boolean; net.sourceforge.pmd.RuleSetWriter; createPropertyElement[java.util.Properties, java.lang.String, java.lang.String]; org.w3c.dom.Element; null; properties>
<org.w3c.dom.Element; setAttribute[java.lang.String, java.lang.String]; void; net.sourceforge.pmd.RuleSetWriter; createPropertyElement[java.util.Properties, java.lang.String, java.lang.String]; org.w3c.dom.Element; null; propertyElement>
<java.util.Properties; getProperty[java.lang.String]; java.lang.String; net.sourceforge.pmd.RuleSetWriter; createPropertyElement[java.util.Properties, java.lang.String, java.lang.String]; org.w3c.dom.Element; null; properties>
<net.sourceforge.pmd.RuleSetWriter; createCDATASectionElement[java.lang.String, java.lang.String]; org.w3c.dom.Element; net.sourceforge.pmd.RuleSetWriter; createPropertyElement[java.util.Properties, java.lang.String, java.lang.String]; org.w3c.dom.Element; null; this>
<org.w3c.dom.Node; appendChild[org.w3c.dom.Node]; org.w3c.dom.Node; net.sourceforge.pmd.RuleSetWriter; createPropertyElement[java.util.Properties, java.lang.String, java.lang.String]; org.w3c.dom.Element; null; propertyElement>
<java.lang.String; equals[java.lang.Object]; boolean; net.sourceforge.pmd.RuleSetWriter; createPropertyElement[java.util.Properties, java.lang.String, java.lang.String]; org.w3c.dom.Element; null; "pluginname">
<java.util.Hashtable; containsKey[java.lang.Object]; boolean; net.sourceforge.pmd.RuleSetWriter; createPropertyElement[java.util.Properties, java.lang.String, java.lang.String]; org.w3c.dom.Element; null; properties>
<org.w3c.dom.Element; setAttribute[java.lang.String, java.lang.String]; void; net.sourceforge.pmd.RuleSetWriter; createPropertyElement[java.util.Properties, java.lang.String, java.lang.String]; org.w3c.dom.Element; null; propertyElement>
<org.w3c.dom.Element; setAttribute[java.lang.String, java.lang.String]; void; net.sourceforge.pmd.RuleSetWriter; createPropertyElement[java.util.Properties, java.lang.String, java.lang.String]; org.w3c.dom.Element; null; propertyElement>
<org.w3c.dom.Document; createElement[java.lang.String]; org.w3c.dom.Element; net.sourceforge.pmd.RuleSetWriter; createTextElement[java.lang.String, java.lang.String]; org.w3c.dom.Element; null; document>
<org.w3c.dom.Document; createTextNode[java.lang.String]; org.w3c.dom.Text; net.sourceforge.pmd.RuleSetWriter; createTextElement[java.lang.String, java.lang.String]; org.w3c.dom.Element; null; document>
<org.w3c.dom.Node; appendChild[org.w3c.dom.Node]; org.w3c.dom.Node; net.sourceforge.pmd.RuleSetWriter; createTextElement[java.lang.String, java.lang.String]; org.w3c.dom.Element; null; element>
<org.w3c.dom.Document; createElement[java.lang.String]; org.w3c.dom.Element; net.sourceforge.pmd.RuleSetWriter; createCDATASectionElement[java.lang.String, java.lang.String]; org.w3c.dom.Element; null; document>
<org.w3c.dom.Document; createCDATASection[java.lang.String]; org.w3c.dom.CDATASection; net.sourceforge.pmd.RuleSetWriter; createCDATASectionElement[java.lang.String, java.lang.String]; org.w3c.dom.Element; null; document>
<org.w3c.dom.Node; appendChild[org.w3c.dom.Node]; org.w3c.dom.Node; net.sourceforge.pmd.RuleSetWriter; createCDATASectionElement[java.lang.String, java.lang.String]; org.w3c.dom.Element; null; element>
<net.sourceforge.pmd.ast.SimpleNode; setDataFlowNode[net.sourceforge.pmd.dfa.IDataFlowNode]; void; net.sourceforge.pmd.dfa.DataFlowNode; DataFlowNode[net.sourceforge.pmd.ast.SimpleNode, java.util.LinkedList<net.sourceforge.pmd.dfa.DataFlowNode>]; void; null; node>
<net.sourceforge.pmd.ast.SimpleNode; getBeginLine[]; int; net.sourceforge.pmd.dfa.DataFlowNode; DataFlowNode[net.sourceforge.pmd.ast.SimpleNode, java.util.LinkedList<net.sourceforge.pmd.dfa.DataFlowNode>]; void; null; node>
<java.util.AbstractCollection; isEmpty[]; boolean; net.sourceforge.pmd.dfa.DataFlowNode; DataFlowNode[net.sourceforge.pmd.ast.SimpleNode, java.util.LinkedList<net.sourceforge.pmd.dfa.DataFlowNode>]; void; null; this.dataFlow>
<java.util.LinkedList; getLast[]; net.sourceforge.pmd.dfa.DataFlowNode; net.sourceforge.pmd.dfa.DataFlowNode; DataFlowNode[net.sourceforge.pmd.ast.SimpleNode, java.util.LinkedList<net.sourceforge.pmd.dfa.DataFlowNode>]; void; null; this.dataFlow>
<net.sourceforge.pmd.dfa.DataFlowNode; addPathToChild[net.sourceforge.pmd.dfa.IDataFlowNode]; void; net.sourceforge.pmd.dfa.DataFlowNode; DataFlowNode[net.sourceforge.pmd.ast.SimpleNode, java.util.LinkedList<net.sourceforge.pmd.dfa.DataFlowNode>]; void; null; parent>
<java.util.LinkedList; addLast[net.sourceforge.pmd.dfa.DataFlowNode]; void; net.sourceforge.pmd.dfa.DataFlowNode; DataFlowNode[net.sourceforge.pmd.ast.SimpleNode, java.util.LinkedList<net.sourceforge.pmd.dfa.DataFlowNode>]; void; null; this.dataFlow>
<java.util.List; contains[java.lang.Object]; boolean; net.sourceforge.pmd.dfa.DataFlowNode; addPathToChild[net.sourceforge.pmd.dfa.IDataFlowNode]; void; null; this.children>
<java.lang.Object; equals[java.lang.Object]; boolean; net.sourceforge.pmd.dfa.DataFlowNode; addPathToChild[net.sourceforge.pmd.dfa.IDataFlowNode]; void; null; this>
<java.util.List; add[net.sourceforge.pmd.dfa.DataFlowNode]; boolean; net.sourceforge.pmd.dfa.DataFlowNode; addPathToChild[net.sourceforge.pmd.dfa.IDataFlowNode]; void; null; this.children>
<java.util.List; add[net.sourceforge.pmd.dfa.DataFlowNode]; boolean; net.sourceforge.pmd.dfa.DataFlowNode; addPathToChild[net.sourceforge.pmd.dfa.IDataFlowNode]; void; null; thisChild.parents>
<java.util.List; remove[java.lang.Object]; boolean; net.sourceforge.pmd.dfa.DataFlowNode; removePathToChild[net.sourceforge.pmd.dfa.IDataFlowNode]; boolean; null; thisChild.parents>
<java.util.List; remove[java.lang.Object]; boolean; net.sourceforge.pmd.dfa.DataFlowNode; removePathToChild[net.sourceforge.pmd.dfa.IDataFlowNode]; boolean; null; this.children>
<java.util.List; isEmpty[]; boolean; net.sourceforge.pmd.dfa.DataFlowNode; reverseParentPathsTo[net.sourceforge.pmd.dfa.IDataFlowNode]; void; null; parents>
<java.util.List; get[int]; net.sourceforge.pmd.dfa.DataFlowNode; net.sourceforge.pmd.dfa.DataFlowNode; reverseParentPathsTo[net.sourceforge.pmd.dfa.IDataFlowNode]; void; null; parents>
<net.sourceforge.pmd.dfa.DataFlowNode; removePathToChild[net.sourceforge.pmd.dfa.IDataFlowNode]; boolean; net.sourceforge.pmd.dfa.DataFlowNode; reverseParentPathsTo[net.sourceforge.pmd.dfa.IDataFlowNode]; void; null; parent>
<net.sourceforge.pmd.dfa.DataFlowNode; addPathToChild[net.sourceforge.pmd.dfa.IDataFlowNode]; void; net.sourceforge.pmd.dfa.DataFlowNode; reverseParentPathsTo[net.sourceforge.pmd.dfa.IDataFlowNode]; void; null; parent>
<java.util.BitSet; set[int]; void; net.sourceforge.pmd.dfa.DataFlowNode; setType[int]; void; null; this.type>
<java.util.BitSet; get[int]; boolean; net.sourceforge.pmd.dfa.DataFlowNode; isType[int]; boolean; null; type>
<java.lang.Throwable; printStackTrace[]; void; net.sourceforge.pmd.dfa.DataFlowNode; isType[int]; boolean; null; e>
<java.util.LinkedList; indexOf[java.lang.Object]; int; net.sourceforge.pmd.dfa.DataFlowNode; getIndex[]; int; null; this.dataFlow>
<java.util.List; isEmpty[]; boolean; net.sourceforge.pmd.dfa.DataFlowNode; setVariableAccess[java.util.List<net.sourceforge.pmd.dfa.variableaccess.VariableAccess>]; void; null; this.variableAccess>
<java.util.List; addAll[java.util.Collection<? extends net.sourceforge.pmd.dfa.variableaccess.VariableAccess>]; boolean; net.sourceforge.pmd.dfa.DataFlowNode; setVariableAccess[java.util.List<net.sourceforge.pmd.dfa.variableaccess.VariableAccess>]; void; null; this.variableAccess>
<net.sourceforge.pmd.dfa.DataFlowNode; getLine[]; int; net.sourceforge.pmd.dfa.DataFlowNode; toString[]; java.lang.String; null; this>
<java.util.BitSet; toString[]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; toString[]; java.lang.String; null; type>
<java.lang.String; toCharArray[]; char[]; net.sourceforge.pmd.dfa.DataFlowNode; toString[]; java.lang.String; null; tmp>
<java.util.StringTokenizer; hasMoreTokens[]; boolean; net.sourceforge.pmd.dfa.DataFlowNode; toString[]; java.lang.String; null; st>
<java.lang.Integer; parseInt[java.lang.String]; int; net.sourceforge.pmd.dfa.DataFlowNode; toString[]; java.lang.String; null; Integer>
<java.util.StringTokenizer; nextToken[]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; toString[]; java.lang.String; null; st>
<net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; toString[]; java.lang.String; null; this>
<java.lang.String; substring[int]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; toString[]; java.lang.String; null; this.node.getClass().getName()>
<java.lang.Class; getName[]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; toString[]; java.lang.String; substring[int]; this.node.getClass()>
<java.lang.Object; getClass[]; java.lang.Class<? extends net.sourceforge.pmd.ast.SimpleNode>; net.sourceforge.pmd.dfa.DataFlowNode; toString[]; java.lang.String; getName[]; this.node>
<java.lang.String; lastIndexOf[int]; int; net.sourceforge.pmd.dfa.DataFlowNode; toString[]; java.lang.String; null; node.getClass().getName()>
<java.lang.Class; getName[]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; toString[]; java.lang.String; lastIndexOf[int]; node.getClass()>
<java.lang.Object; getClass[]; java.lang.Class<? extends net.sourceforge.pmd.ast.SimpleNode>; net.sourceforge.pmd.dfa.DataFlowNode; toString[]; java.lang.String; getName[]; node>
<net.sourceforge.pmd.ast.SimpleNode; getImage[]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; toString[]; java.lang.String; null; node>
<net.sourceforge.pmd.ast.SimpleNode; getImage[]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; toString[]; java.lang.String; null; this.node>
<java.util.Map; isEmpty[]; boolean; net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; null; typeMap>
<java.util.Map; put[java.lang.Integer, java.lang.String]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; null; typeMap>
<java.util.Map; put[java.lang.Integer, java.lang.String]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; null; typeMap>
<java.util.Map; put[java.lang.Integer, java.lang.String]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; null; typeMap>
<java.util.Map; put[java.lang.Integer, java.lang.String]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; null; typeMap>
<java.util.Map; put[java.lang.Integer, java.lang.String]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; null; typeMap>
<java.util.Map; put[java.lang.Integer, java.lang.String]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; null; typeMap>
<java.util.Map; put[java.lang.Integer, java.lang.String]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; null; typeMap>
<java.util.Map; put[java.lang.Integer, java.lang.String]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; null; typeMap>
<java.util.Map; put[java.lang.Integer, java.lang.String]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; null; typeMap>
<java.util.Map; put[java.lang.Integer, java.lang.String]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; null; typeMap>
<java.util.Map; put[java.lang.Integer, java.lang.String]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; null; typeMap>
